時間,設備,值
2024-10-19 14:26:56,SA-56/TEMPERATURE,31.26
2024-10-19 14:26:58,SA-56/TEMPERATURE,31.26
2024-10-19 14:27:00,SA-56/TEMPERATURE,31.26
2024-10-19 14:27:02,SA-56/TEMPERATURE,31.26
2024-10-19 14:27:04,SA-56/TEMPERATURE,31.26
2024-10-19 14:27:06,SA-56/TEMPERATURE,31.26
2024-10-19 14:27:08,SA-56/TEMPERATURE,31.26
2024-10-19 14:27:10,SA-56/TEMPERATURE,31.26
2024-10-19 14:27:12,SA-56/TEMPERATURE,31.26
2024-10-19 14:27:14,SA-56/TEMPERATURE,30.79
2024-10-19 14:27:16,SA-56/TEMPERATURE,31.26
2024-10-19 14:27:18,SA-56/TEMPERATURE,31.26
2024-10-19 14:27:20,SA-56/TEMPERATURE,31.26
2024-10-19 14:27:22,SA-56/TEMPERATURE,31.26
2024-10-19 14:27:24,SA-56/TEMPERATURE,31.26
2024-10-19 14:27:26,SA-56/TEMPERATURE,31.26
2024-10-19 14:27:28,SA-56/TEMPERATURE,31.26
2024-10-19 14:27:30,SA-56/TEMPERATURE,30.79
2024-10-19 14:27:32,SA-56/TEMPERATURE,31.26
2024-10-19 14:27:34,SA-56/TEMPERATURE,31.26
2024-10-19 14:27:36,SA-56/TEMPERATURE,31.26
2024-10-19 14:27:38,SA-56/TEMPERATURE,31.26
2024-10-19 14:27:40,SA-56/TEMPERATURE,31.26
2024-10-19 14:27:42,SA-56/TEMPERATURE,31.26
2024-10-19 14:27:44,SA-56/TEMPERATURE,30.79
2024-10-19 14:44:31,SA-56/LED_LEVEL,2
2024-10-19 14:44:32,SA-56/TEMPERATURE,30.79
2024-10-19 14:44:33,SA-56/LINE_LEVEL,25814
2024-10-19 14:44:34,SA-56/TEMPERATURE,31.26
2024-10-19 14:44:35,SA-56/LINE_LEVEL,25782
2024-10-19 14:44:36,SA-56/TEMPERATURE,30.79
2024-10-19 14:44:37,SA-56/LINE_LEVEL,25814
2024-10-19 14:44:39,SA-56/LINE_LEVEL,25510
2024-10-19 14:44:40,SA-56/TEMPERATURE,31.26
2024-10-19 14:44:41,SA-56/LINE_LEVEL,25350
2024-10-19 14:44:42,SA-56/TEMPERATURE,30.79
2024-10-19 14:44:43,SA-56/LINE_LEVEL,25318
2024-10-19 14:44:45,SA-56/LINE_LEVEL,25222
2024-10-19 14:44:47,SA-56/LINE_LEVEL,25590
2024-10-19 14:44:49,SA-56/LINE_LEVEL,25878
2024-10-19 14:44:51,SA-56/LINE_LEVEL,25990
2024-10-19 14:44:53,SA-56/LINE_LEVEL,25830
2024-10-19 14:44:55,SA-56/LINE_LEVEL,25606
2024-10-19 14:44:56,SA-56/TEMPERATURE,31.26
2024-10-19 14:44:57,SA-56/LINE_LEVEL,25382
2024-10-19 14:44:59,SA-56/LINE_LEVEL,25366
2024-10-19 14:45:00,SA-56/TEMPERATURE,30.79
2024-10-19 14:45:01,SA-56/LINE_LEVEL,25638
2024-10-19 14:45:03,SA-56/LINE_LEVEL,26134
2024-10-19 14:45:05,SA-56/LINE_LEVEL,25894
2024-10-19 14:45:07,SA-56/LINE_LEVEL,25574
2024-10-19 14:45:09,SA-56/LINE_LEVEL,25622
2024-10-19 14:45:11,SA-56/LINE_LEVEL,25910
2024-10-19 14:45:13,SA-56/LINE_LEVEL,26246
2024-10-19 14:45:17,SA-56/TEMPERATURE,31.26
2024-10-19 14:45:17,SA-56/LINE_LEVEL,25718
2024-10-19 14:45:18,SA-56/TEMPERATURE,30.79
2024-10-19 14:45:19,SA-56/LINE_LEVEL,25222
2024-10-19 14:45:21,SA-56/LINE_LEVEL,25606
2024-10-19 14:45:23,SA-56/LINE_LEVEL,26054
2024-10-19 14:45:25,SA-56/LINE_LEVEL,26198
2024-10-19 14:45:27,SA-56/LINE_LEVEL,25814
2024-10-19 14:45:28,SA-56/TEMPERATURE,31.26
2024-10-19 14:45:29,SA-56/LINE_LEVEL,25766
2024-10-19 14:45:31,SA-56/LINE_LEVEL,25446
2024-10-19 14:45:33,SA-56/LINE_LEVEL,25686
2024-10-19 14:45:34,SA-56/TEMPERATURE,30.79
2024-10-19 14:45:35,SA-56/LINE_LEVEL,26070
2024-10-19 14:45:37,SA-56/LINE_LEVEL,26310
2024-10-19 14:45:39,SA-56/LINE_LEVEL,25894
2024-10-19 14:45:40,SA-56/TEMPERATURE,31.26
2024-10-19 14:45:41,SA-56/LINE_LEVEL,25558
2024-10-19 14:45:43,SA-56/TEMPERATURE,30.79
2024-10-19 14:45:43,SA-56/LINE_LEVEL,25478
2024-10-19 14:45:45,SA-56/TEMPERATURE,31.26
2024-10-19 14:45:45,SA-56/LINE_LEVEL,25734
2024-10-19 14:45:46,SA-56/TEMPERATURE,30.79
2024-10-19 14:45:47,SA-56/LINE_LEVEL,26006
2024-10-19 14:45:48,SA-56/TEMPERATURE,31.26
2024-10-19 14:45:49,SA-56/LINE_LEVEL,26134
2024-10-19 14:45:50,SA-56/TEMPERATURE,30.79
2024-10-19 14:45:51,SA-56/LINE_LEVEL,26054
2024-10-19 14:45:53,SA-56/LINE_LEVEL,25830
2024-10-19 14:45:55,SA-56/LINE_LEVEL,25366
2024-10-19 14:45:56,SA-56/TEMPERATURE,31.26
2024-10-19 14:45:57,SA-56/LINE_LEVEL,25190
2024-10-19 14:45:59,SA-56/LINE_LEVEL,25110
2024-10-19 14:46:00,SA-56/TEMPERATURE,30.79
2024-10-19 14:46:01,SA-56/LINE_LEVEL,25398
2024-10-19 14:46:03,SA-56/LINE_LEVEL,25494
2024-10-19 14:46:05,SA-56/LINE_LEVEL,25702
2024-10-19 14:46:07,SA-56/LINE_LEVEL,25750
2024-10-19 14:46:09,SA-56/LINE_LEVEL,25670
2024-10-19 14:46:13,SA-56/LINE_LEVEL,25510
2024-10-19 14:46:14,SA-56/TEMPERATURE,31.26
2024-10-19 14:46:15,SA-56/LINE_LEVEL,25382
2024-10-19 14:46:17,SA-56/LINE_LEVEL,25174
2024-10-19 14:46:18,SA-56/TEMPERATURE,30.79
2024-10-19 14:46:19,SA-56/LINE_LEVEL,25334
2024-10-19 14:46:21,SA-56/LINE_LEVEL,25350
2024-10-19 14:46:22,SA-56/TEMPERATURE,31.26
2024-10-19 14:46:23,SA-56/LINE_LEVEL,25654
2024-10-19 14:46:24,SA-56/TEMPERATURE,30.79
2024-10-19 14:46:25,SA-56/LINE_LEVEL,25926
2024-10-19 14:46:27,SA-56/LINE_LEVEL,25814
2024-10-19 14:46:29,SA-56/LINE_LEVEL,25542
2024-10-19 14:46:31,SA-56/LINE_LEVEL,25238
2024-10-19 14:46:34,SA-56/LINE_LEVEL,25270
2024-10-19 14:46:34,SA-56/TEMPERATURE,31.26
2024-10-19 14:46:35,SA-56/LINE_LEVEL,25382
2024-10-19 14:46:36,SA-56/TEMPERATURE,30.79
2024-10-19 14:46:37,SA-56/LINE_LEVEL,25782
2024-10-19 14:46:39,SA-56/LINE_LEVEL,25958
2024-10-19 14:46:41,SA-56/LINE_LEVEL,25798
2024-10-19 14:46:43,SA-56/LINE_LEVEL,25350
2024-10-19 14:46:45,SA-56/TEMPERATURE,31.26
2024-10-19 14:46:45,SA-56/LINE_LEVEL,25382
2024-10-19 14:46:46,SA-56/TEMPERATURE,30.79
2024-10-19 14:46:47,SA-56/LINE_LEVEL,25766
2024-10-19 14:46:48,SA-56/TEMPERATURE,31.26
2024-10-19 14:46:49,SA-56/LINE_LEVEL,26134
2024-10-19 14:46:50,SA-56/TEMPERATURE,30.79
2024-10-19 14:46:51,SA-56/LINE_LEVEL,25926
2024-10-19 14:46:53,SA-56/LINE_LEVEL,25638
2024-10-19 14:46:55,SA-56/LINE_LEVEL,25334
2024-10-19 14:46:57,SA-56/LINE_LEVEL,25494
2024-10-19 14:46:59,SA-56/LINE_LEVEL,25862
2024-10-19 14:47:01,SA-56/LINE_LEVEL,25990
2024-10-19 14:47:03,SA-56/LINE_LEVEL,25782
2024-10-19 14:47:05,SA-56/LINE_LEVEL,25526
2024-10-19 14:47:07,SA-56/LINE_LEVEL,25318
2024-10-19 14:47:09,SA-56/LINE_LEVEL,25558
2024-10-19 14:47:11,SA-56/LINE_LEVEL,26182
2024-10-19 14:47:13,SA-56/LINE_LEVEL,25926
2024-10-19 14:47:15,SA-56/LINE_LEVEL,25606
2024-10-19 14:47:17,SA-56/LINE_LEVEL,25174
2024-10-19 14:47:19,SA-56/LINE_LEVEL,25318
2024-10-19 14:47:21,SA-56/LINE_LEVEL,25814
2024-10-19 14:47:23,SA-56/LINE_LEVEL,25670
2024-10-19 14:47:25,SA-56/LINE_LEVEL,25510
2024-10-19 14:47:26,SA-56/TEMPERATURE,31.26
2024-10-19 14:47:27,SA-56/LINE_LEVEL,25062
2024-10-19 14:47:28,SA-56/TEMPERATURE,30.79
2024-10-19 14:47:29,SA-56/LINE_LEVEL,24806
2024-10-19 14:47:31,SA-56/LINE_LEVEL,25094
2024-10-19 14:47:33,SA-56/LINE_LEVEL,25382
2024-10-19 14:47:35,SA-56/LINE_LEVEL,25494
2024-10-19 14:47:37,SA-56/LINE_LEVEL,25622
2024-10-19 14:47:39,SA-56/LINE_LEVEL,25478
2024-10-19 14:47:41,SA-56/LINE_LEVEL,25286
2024-10-19 14:47:43,SA-56/LINE_LEVEL,25142
2024-10-19 14:47:45,SA-56/LINE_LEVEL,25158
2024-10-19 14:47:47,SA-56/LINE_LEVEL,25062
2024-10-19 14:47:49,SA-56/LINE_LEVEL,25622
2024-10-19 14:47:51,SA-56/LINE_LEVEL,25398
2024-10-19 14:47:53,SA-56/LINE_LEVEL,25590
2024-10-19 14:47:55,SA-56/LINE_LEVEL,25670
2024-10-19 14:47:57,SA-56/LINE_LEVEL,25702
2024-10-19 14:47:59,SA-56/LINE_LEVEL,25718
2024-10-19 14:48:01,SA-56/LINE_LEVEL,25766
2024-10-19 14:49:22,SA-56/LINE_LEVEL,"(25366, '\u958b\u71c8')"
2024-10-19 14:49:23,SA-56/LINE_LEVEL,"(26038, '\u958b\u71c8')"
2024-10-19 14:49:25,SA-56/LINE_LEVEL,"(25894, '\u958b\u71c8')"
2024-10-19 14:49:27,SA-56/LINE_LEVEL,"(25606, '\u958b\u71c8')"
2024-10-19 14:49:29,SA-56/LINE_LEVEL,"(25254, '\u958b\u71c8')"
2024-10-19 14:49:31,SA-56/LINE_LEVEL,"(25270, '\u958b\u71c8')"
2024-10-19 14:49:33,SA-56/LINE_LEVEL,"(25734, '\u958b\u71c8')"
2024-10-19 14:49:35,SA-56/LINE_LEVEL,"(25830, '\u958b\u71c8')"
2024-10-19 14:49:36,SA-56/TEMPERATURE,30.32
2024-10-19 14:49:37,SA-56/LINE_LEVEL,"(25558, '\u958b\u71c8')"
2024-10-19 14:49:38,SA-56/TEMPERATURE,30.79
2024-10-19 14:49:39,SA-56/LINE_LEVEL,"(25254, '\u958b\u71c8')"
2024-10-19 14:49:43,SA-56/LINE_LEVEL,"(25478, '\u958b\u71c8')"
2024-10-19 14:49:44,SA-56/LINE_LEVEL,"(25830, '\u958b\u71c8')"
2024-10-19 14:49:47,SA-56/LINE_LEVEL,"(25862, '\u958b\u71c8')"
2024-10-19 14:49:49,SA-56/LINE_LEVEL,"(25814, '\u958b\u71c8')"
2024-10-19 14:49:51,SA-56/LINE_LEVEL,"(25526, '\u958b\u71c8')"
2024-10-19 14:49:53,SA-56/LINE_LEVEL,"(25190, '\u958b\u71c8')"
2024-10-19 14:49:55,SA-56/LINE_LEVEL,"(25126, '\u958b\u71c8')"
2024-10-19 14:49:57,SA-56/LINE_LEVEL,"(25350, '\u958b\u71c8')"
2024-10-19 14:49:58,SA-56/LINE_LEVEL,"(25734, '\u958b\u71c8')"
2024-10-19 14:50:19,SA-56/LED_LEVEL,2
2024-10-19 14:50:20,SA-56/TEMPERATURE,30.79
2024-10-19 14:50:21,SA-56/LINE_LEVEL,"(25062, '\u958b\u71c8')"
2024-10-19 14:50:23,SA-56/LINE_LEVEL,"(25014, '\u958b\u71c8')"
2024-10-19 14:50:25,SA-56/LINE_LEVEL,"(24854, '\u958b\u71c8')"
2024-10-19 14:50:27,SA-56/LINE_LEVEL,"(24934, '\u958b\u71c8')"
2024-10-19 14:50:29,SA-56/LINE_LEVEL,"(24710, '\u958b\u71c8')"
2024-10-19 14:50:31,SA-56/LINE_LEVEL,"(24565, '\u958b\u71c8')"
2024-10-19 14:50:33,SA-56/LINE_LEVEL,"(24902, '\u958b\u71c8')"
2024-10-19 14:50:34,SA-56/TEMPERATURE,30.32
2024-10-19 14:50:35,SA-56/LINE_LEVEL,"(24998, '\u958b\u71c8')"
2024-10-19 14:50:36,SA-56/TEMPERATURE,30.79
2024-10-19 14:50:37,SA-56/LINE_LEVEL,"(25142, '\u958b\u71c8')"
2024-10-19 14:50:39,SA-56/LINE_LEVEL,"(25302, '\u958b\u71c8')"
2024-10-19 14:50:41,SA-56/LINE_LEVEL,"(19940, '\u958b\u71c8')"
2024-10-19 14:50:43,SA-56/LINE_LEVEL,"(7617, '\u95dc\u71c8')"
2024-10-19 14:50:45,SA-56/LINE_LEVEL,"(7153, '\u95dc\u71c8')"
2024-10-19 14:50:47,SA-56/LINE_LEVEL,"(25414, '\u958b\u71c8')"
2024-10-19 14:50:49,SA-56/LINE_LEVEL,"(24918, '\u958b\u71c8')"
2024-10-19 14:56:58,SA-56/LED_LEVEL,2
2024-10-19 14:57:01,SA-56/TEMPERATURE,30.79
2024-10-19 14:59:25,SA-56/LED_LEVEL,2
2024-10-19 14:59:25,SA-56/TEMPERATURE,30.79
2024-10-19 14:59:26,SA-56/LINE_LEVEL,1
2024-10-19 14:59:31,SA-56/TEMPERATURE,31.26
2024-10-19 14:59:31,SA-56/LINE_LEVEL,0
2024-10-19 14:59:33,SA-56/TEMPERATURE,30.79
2024-10-19 14:59:33,SA-56/LINE_LEVEL,1
2024-10-19 14:59:34,SA-56/LED_LEVEL,3
2024-10-19 14:59:53,SA-56/TEMPERATURE,30.32
2024-10-19 14:59:55,SA-56/TEMPERATURE,30.79
2024-10-19 15:00:31,SA-56/TEMPERATURE,31.26
2024-10-19 15:00:33,SA-56/TEMPERATURE,30.79
2024-10-19 15:00:43,SA-56/TEMPERATURE,31.26
2024-10-19 15:00:45,SA-56/TEMPERATURE,30.79
2024-10-19 15:00:47,SA-56/TEMPERATURE,31.26
2024-10-19 15:00:49,SA-56/TEMPERATURE,30.79
2024-10-19 15:01:07,SA-56/TEMPERATURE,31.26
2024-10-19 15:01:09,SA-56/TEMPERATURE,30.79
2024-10-19 15:01:19,SA-56/TEMPERATURE,31.26
2024-10-19 15:01:21,SA-56/TEMPERATURE,30.79
2024-10-19 15:01:25,SA-56/TEMPERATURE,31.26
2024-10-19 15:01:27,SA-56/TEMPERATURE,30.79
2024-10-19 15:01:41,SA-56/TEMPERATURE,31.26
2024-10-19 15:01:49,SA-56/TEMPERATURE,30.79
2024-10-19 15:01:49,SA-56/TEMPERATURE,31.26
2024-10-19 15:01:53,SA-56/TEMPERATURE,30.79
2024-10-19 15:01:55,SA-56/TEMPERATURE,31.26
2024-10-19 15:02:15,SA-56/TEMPERATURE,30.79
2024-10-19 15:02:21,SA-56/TEMPERATURE,31.26
2024-10-19 15:03:25,SA-56/TEMPERATURE,30.79
2024-10-19 15:03:29,SA-56/TEMPERATURE,31.26
2024-10-19 15:03:55,SA-56/TEMPERATURE,30.79
2024-10-19 15:03:59,SA-56/TEMPERATURE,31.26
2024-10-19 15:04:15,SA-56/TEMPERATURE,30.79
2024-10-19 15:04:17,SA-56/TEMPERATURE,31.26
2024-10-19 15:04:31,SA-56/TEMPERATURE,30.79
2024-10-19 15:04:37,SA-56/TEMPERATURE,31.26
2024-10-19 15:04:38,SA-56/LINE_LEVEL,0
2024-10-19 15:04:39,SA-56/LINE_LEVEL,1
2024-10-19 15:04:43,SA-56/TEMPERATURE,30.79
2024-10-19 15:04:45,SA-56/TEMPERATURE,31.26
2024-10-19 15:05:09,SA-56/TEMPERATURE,30.79
2024-10-19 15:05:11,SA-56/TEMPERATURE,31.26
2024-10-19 15:05:43,SA-56/TEMPERATURE,30.79
2024-10-19 15:05:47,SA-56/TEMPERATURE,31.26
